
5980250
4503,TG2043NederlandZuid,,,,,
4504,TG2044NederlandOost,,,,,
4510,TG450SouthKorea,,,,,
4511,TG45021SouthKoreaChat1,,,,,
4512,TG45022SouthKoreaChat2,,,,,
4620,TG2620Sachsen-AnhaltMecklenburg-Vorpo,,,,,
4621,TG2621BerlinBrandenburg,,,,,
4622,TG2622HamburgSchleswig-Holstein,,,,,
4623,TG2623NiedersachsenBremen,,,,,
4624,TG2624Nordrhein-Westfalen,,,,,
4625,TG2625Rheinland-PfalzSaarland,,,,,
4626,TG2626Hessen,,,,,
4627,TG2627Baden-Wurttemberg,,,,,
4628,TG2628BAY,,,,,
4629,TG2629SachsenThueringen,,,,,
4635,TG3126531265,,,,,
4636,TG31261Mi5-StateWide1,,,,,
4637,TG31262Mi5-StateWide2,,,,,
4638,TG31263Mi5-Event,,,,,
4639,TG3100USA-Nationwide,,,,,
4640,TG31090USA-Area0,,,,,
4641,TG31091USA-Area1,,,,,
4642,TG31092USA-Area2,,,,,
4643,TG31093USA-Area3,,,,,
4644,TG31094USA-Area4,,,,,
4645,TG31095USA-Area5,,,,,
4646,TG31096USA-Area6,,,,,
4647,TG31097USA-Area7,,,,,
4648,TG31098USA-Area8,,,,,
4649,TG31099USA-Area9,,,,,
4650,TG2400SwedenSM0Area,,,,,
4651,TG2401SwedenSM1Area,,,,,
4652,TG2402SwedenSM2Area,,,,,
4653,TG2403SwedenSM3Area,,,,,
4654,TG2404SwedenSM4Area,,,,,
4655,TG2405SwedenSM5Area,,,,,
4656,TG2406SwedenSM6Area,,,,,
4657,TG2407SwedenSM7Area,,,,,
4659,TG240SwedenAllSMArea,,,,,
4700,TG238DenmarkAll,,,,,
4701,TG2381DenmarkNordjylland,,,,,
4702,TG2382DenmarkMidtjylland,,,,,
4703,TG2383DenmarkSyddanmark,,,,,
4704,TG2384DenmarkCopenhagen,,,,,
4705,TG2385DenmarkSjaelland,,,,,
4710,TG4710Portugal-1,,,,,
4711,TG268911Portugal-2,,,,,
4712,TG268912PortugalD-STARbridge,,,,,
4750,TG206Belgium,,,,,
4751,TG2061BelgiumNorth,,,,,
4752,TG2062BelgiumSouth,,,,,
4753,TG2063BelgiumEast,,,,,
4760,TG293Slovenia,,,,,
4770,TG216Magyar,,,,,
4771,TG2161Magyar-Kelet,,,,,
4772,TG2162Magyar-Nyugat,,,,,
4773,TG2163Magyar-Eszak,,,,,
4774,TG2164Magyar-Del,,,,,
4775,TG2165Magyar-Test,,,,,
4780,TG2722IECalling,,,,,
4790,TG334XE,,,,,
4791,TG3341XE1,,,,,
4792,TG3342XE2,,,,,
4793,TG3343XE3,,,,,
4799,REF4799XEExperimental,,,,,
4805,TG505AU,,,,,
4806,TG5050VK5XRF500D,,,,,
4837,TG937Francophone,,,,,
4850,TG9850GermanyBridgetoXRF850B,,,,,
4860,TG242Norway,,,,,
4907,TG907JOTA,,,,,
4990,REF4990Testreflector1,,,,,
4991,REF4991Testreflector2,,,,,
4992,REF4992Testreflector3,,,,,
4993,REF4993Testreflector4,,,,,
4999,REF4999ExtendedRouting,,,,,
5000,Status,,,,,
9990,ECHO,AudioTest,,,,
9994,FCSNL-007,,,,,
9995,YSF444,,,,,
9996,YSF-Centraal,,,,,
9997,YSF-Almere,,,,,
9998,EchoNCPRN,,,,,
20411,Z-O Digi NLD,,,,,
20443,GLD Midden NLD,,,,,
250997,ParrotService,Echo Function,,,,RU
250999,APRSGate,APRS Function,,,,RU
